ensembl_gene_id	hgnc_symbol	chromosome_name	start_position	end_position	band	gene_biotype
ENSG00000085563	ABCB1	7	87133175	87342611	q21.12	protein_coding
ENSG00000141002	TCF25	16	89939970	89977792	q24.3	protein_coding
ENSG00000196550	FAM72A	1	206136916	206155151	q32.1	protein_coding
ENSG00000139044	B4GALNT3	12	569530	672675	p13.33	protein_coding
ENSG00000161992	C16orf11	16	610422	619494	p13.3	protein_coding
ENSG00000188987	HIST1H4D	6	26188938	26189304	p22.2	protein_coding
ENSG00000057757	C1orf128	1	24104895	24114722	p36.11	protein_coding
ENSG00000137628	DDX60	4	169137444	169239958	q32.3	protein_coding
ENSG00000161649	CD300LG	17	41924516	41940994	q21.31	protein_coding
ENSG00000002549	LAP3	4	17578815	17609595	p15.32	protein_coding
ENSG00000105619	TFPT	19	54610320	54619055	q13.42	protein_coding
ENSG00000132768	DPH2	1	44435672	44439041	p34.1	protein_coding
ENSG00000186432	KPNA4	3	160212783	160283376	q25.33	protein_coding
ENSG00000146904	EPHA1	7	143087382	143105985	q35	protein_coding
ENSG00000128694	OSGEPL1	2	190611386	190627953	q32.2	protein_coding
ENSG00000166152	C16orf78	16	49407734	49433342	q12.1	protein_coding
ENSG00000221995	TIAF1	17	27400870	27401217	q11.2	protein_coding
ENSG00000011009	LYPLA2	1	24117460	24122029	p36.11	protein_coding
ENSG00000135451	TROAP	12	49716971	49725514	q13.12	protein_coding
ENSG00000007541	PIGQ	16	617011	634136	p13.3	protein_coding
ENSG00000227833		12	619783	622139	p13.33	protein_coding
ENSG00000171840	NINJ2	12	673462	772907	p13.33	protein_coding
ENSG00000165899	C12orf64	12	80633120	80772870	q21.31	protein_coding
ENSG00000178726	THBD	20	23026270	23030378	p11.21	protein_coding
ENSG00000228782		17	45532488	45569836	q21.32	protein_coding
ENSG00000156026	CCDC109A	10	74451889	74647452	q22.1	protein_coding
ENSG00000171311	EXOSC1	10	99190928	99205774	q24.1	protein_coding
ENSG00000128731	HERC2	15	28356186	28567298	q13.1	protein_coding
ENSG00000108852	MPP2	17	41952725	41987068	q21.31	protein_coding
ENSG00000172830	SSH3	11	67070919	67080078	q13.2	protein_coding
ENSG00000147246	HTR2C	X	113818551	114144624	q23	protein_coding
ENSG00000119632	IFI27L2	14	94594118	94595957	q32.12	protein_coding
ENSG00000177406		12	752148	755044	p13.33	protein_coding
ENSG00000137975	CLCA2	1	86889769	86922241	p22.3	protein_coding
ENSG00000128699	ORMDL1	2	190635049	190649097	q32.2	protein_coding
ENSG00000026103	FAS	10	90749226	90775542	q23.31	protein_coding
ENSG00000135269	TES	7	115850547	115898837	q31.2	protein_coding
ENSG00000105618	PRPF31	19	54618837	54635140	q13.42	protein_coding
ENSG00000060237	WNK1	12	862089	1020618	p13.33	protein_coding
ENSG00000178665	ZNF713	7	55955149	56009918	p11.2	protein_coding
ENSG00000169429	IL8	4	74606223	74609433	q13.3	protein_coding
ENSG00000102935	ZNF423	16	49524522	49860918	q12.1	protein_coding
ENSG00000119698	PPP4R4	14	94640649	94746072	q32.12	protein_coding
ENSG00000082258	CCNT2	2	135675805	135716912	q21.3	protein_coding
ENSG00000235245		10	135108691	135109481	q26.3	processed_transcript
ENSG00000166828	SCNN1G	16	23194036	23228204	p12.2	protein_coding
ENSG00000231215		10	102768224	102771701	q24.31	protein_coding
ENSG00000145687	SSBP2	5	80708840	81047616	q14.1	protein_coding
ENSG00000139155	SLCO1C1	12	20848399	20906318	p12.2	protein_coding
ENSG00000107819	SFXN3	10	102790991	102800998	q24.31	protein_coding
ENSG00000198049	AVPR1B	1	206223976	206231639	q32.1	protein_coding
ENSG00000132475	H3F3B	17	73772517	73775860	q25.1	protein_coding
ENSG00000108255	CRYBA1	17	27573877	27581512	q11.2	protein_coding
ENSG00000166183	ASPG	14	104552048	104578881	q32.33	protein_coding
ENSG00000131508	UBE2D2	5	138906016	139008018	q31.2	protein_coding
ENSG00000196533	C1orf186	1	206238872	206288647	q32.1	protein_coding
ENSG00000106591	MRPL32	7	42971799	42988557	p14.1	protein_coding
ENSG00000120051	CCDC147	10	106113522	106214865	q25.1	protein_coding
ENSG00000145730	PAM	5	102089685	102366809	q21.1	protein_coding
ENSG00000117410	ATP6V0B	1	44440159	44443967	p34.1	protein_coding
ENSG00000112651	MRPL2	6	43021767	43027544	p21.1	protein_coding
ENSG00000231145		2	190642909	190643157	q32.2	protein_coding
ENSG00000149451	ADAM33	20	3648612	3662893	p13	protein_coding
ENSG00000228964	HLA-B	HSCHR6_MHC_SSTO	31314550	31317907		protein_coding
ENSG00000178306	OR4C13	11	49973943	49974971	p11.12	protein_coding
ENSG00000016490	CLCA1	1	86934051	86965972	p22.3	protein_coding
ENSG00000064933	PMS1	2	190648811	190742355	q32.2	protein_coding
ENSG00000138315	OIT3	10	74653339	74692791	q22.1	protein_coding
ENSG00000115155	OTOF	2	26680071	26781566	p23.3	protein_coding
ENSG00000132376	INPP5K	17	1397872	1420182	p13.3	protein_coding
ENSG00000196139	AKR1C3	10	5077549	5149878	p15.1	protein_coding
ENSG00000125810	CD93	20	23059986	23066977	p11.21	protein_coding
ENSG00000131724	IL13RA1	X	117861535	117928502	q24	protein_coding
ENSG00000131386	GALNTL2	3	16216156	16273499	p25.1	protein_coding
ENSG00000160813	C7orf47	7	100032905	100034188	q22.1	protein_coding
ENSG00000132661	NXT1	20	23331373	23335414	p11.21	protein_coding
ENSG00000078269	SYNJ2	6	158402919	158520208	q25.3	protein_coding
ENSG00000060566	CREB3L3	19	4153629	4173050	p13.3	protein_coding
ENSG00000067141	NEO1	15	73344875	73597546	q24.1	protein_coding
ENSG00000128928	IVD	15	40697686	40728146	q15.1	protein_coding
ENSG00000162994	C2orf63	2	55401927	55459699	p16.1	protein_coding
ENSG00000111700	SLCO1B3	12	20963638	21069658	p12.2	protein_coding
ENSG00000125812	GZF1	20	23342819	23353700	p11.21	protein_coding
ENSG00000179674	ARL14	3	160394948	160396233	q25.33	protein_coding
ENSG00000016602	CLCA4	1	87012759	87046437	p22.3	protein_coding
ENSG00000253831	ETV3L	1	157061836	157069600	q23.1	protein_coding
ENSG00000181322	TXNDC6	3	137980279	138048728	q22.3	protein_coding
ENSG00000171148	TADA3	3	9821544	9834695	p25.3	protein_coding
ENSG00000213828		2	240083493	240084053	q37.3	protein_coding
ENSG00000206465	SFTA2	HSCHR6_MHC_QBL	30888704	30889526		protein_coding
ENSG00000163590	PPM1L	3	160473390	160796695	q25.33	protein_coding
ENSG00000222020		2	240323130	240324058	q37.3	protein_coding
ENSG00000141279	NPEPPS	17	45600306	45700642	q21.32	protein_coding
ENSG00000146729	GBAS	7	56019486	56067874	p11.2	protein_coding
ENSG00000172977	KAT5	11	65479467	65487075	q13.1	protein_coding
ENSG00000117036	ETV3	1	157090983	157108266	q23.1	protein_coding
ENSG00000235418		16	71465022	71466162	q22.2	protein_coding
ENSG00000156500	FAM122C	X	133941221	133988640	q26.3	protein_coding
ENSG00000196758		2	240499995	240507788	q37.3	protein_coding
ENSG00000167377	ZNF23	16	71481500	71523214	q22.2	protein_coding
ENSG00000229284	DPCR1	HSCHR6_MHC_QBL	30898353	30911572		protein_coding
ENSG00000220256		2	240684554	240724577	q37.3	protein_coding
ENSG00000241484	ARHGAP8	22	45098113	45258665	q13.31	protein_coding
ENSG00000130414	NDUFA10	2	240831867	240964819	q37.3	protein_coding
ENSG00000169255	B3GALNT1	3	160801671	160823172	q26.1	protein_coding
ENSG00000088038	CNOT3	19	54641444	54659419	q13.42	protein_coding
ENSG00000097033	SH3GLB1	1	87170259	87213867	p22.3	protein_coding
ENSG00000143297	FCRL5	1	157483167	157522310	q23.1	protein_coding
ENSG00000206463		HSCHR6_MHC_QBL	30941073	30947468		protein_coding
ENSG00000156853	ZNF689	16	30613879	30621700	p11.2	protein_coding
ENSG00000118702	GHRH	20	35879489	35890238	q11.23	protein_coding
ENSG00000117411	B4GALT2	1	44444615	44456840	p34.1	protein_coding
ENSG00000196188	CTSE	1	206317459	206332104	q32.1	protein_coding
ENSG00000100219	XBP1	22	29190543	29196585	q12.1	protein_coding
ENSG00000206461	C6orf15	HSCHR6_MHC_QBL	31071421	31072757		protein_coding
ENSG00000132478	UNK	17	73780681	73821886	q25.1	protein_coding
ENSG00000197562	RAB40C	16	640089	679272	p13.3	protein_coding
ENSG00000124875	CXCL6	4	74702214	74714781	q13.3	protein_coding
ENSG00000206458	PSORS1C1	HSCHR6_MHC_QBL	31074948	31100262		protein_coding
ENSG00000176542	KIAA2018	3	113367232	113415493	q13.2	protein_coding
ENSG00000188428	MUTED	6	7881755	8064647	p24.3	protein_coding
ENSG00000183291		1	87246147	87380107	p22.3	protein_coding
ENSG00000123496	IL13RA2	X	114238538	114254540	q23	protein_coding
ENSG00000118579	MED28	4	17616254	17627477	p15.32	protein_coding
ENSG00000185955	C7orf61	7	100054238	100061894	q22.1	protein_coding
ENSG00000214711	CAPN14	2	31395924	31456724	p23.1	protein_coding
ENSG00000066735	KIF26A	14	104605060	104647235	q32.33	protein_coding
ENSG00000127578	WFIKKN1	16	680932	684116	p13.3	protein_coding
ENSG00000230306		10	135158147	135158410	q26.3	pseudogene
ENSG00000116260	QSOX1	1	180123968	180180667	q25.2	protein_coding
ENSG00000109272	PF4V1	4	74718906	74719872	q13.3	protein_coding
ENSG00000226699		10	135159258	135164230	q26.3	processed_transcript
ENSG00000159399	HK2	2	75061108	75120486	p12	protein_coding
ENSG00000233685		10	135388626	135389535	q26.3	pseudogene
ENSG00000178932		17	73814896	73818071	q25.1	protein_coding
ENSG00000249124	C16orf13	16	684526	686290	p13.3	protein_coding
ENSG00000205423	TMEM188	16	50059152	50070998	q12.1	protein_coding
ENSG00000206460	CDSN	HSCHR6_MHC_QBL	31075288	31080647		protein_coding
ENSG00000100479	POLE2	14	50110278	50154935	q21.3	protein_coding
ENSG00000092929	UNC13D	17	73823310	73840798	q25.1	protein_coding
ENSG00000185899	TAS2R60	7	143140546	143141502	q35	protein_coding
ENSG00000198824	ZNF828	13	115079988	115092796	q34	protein_coding
ENSG00000250305	C8orf79	8	12803183	12889012	p22	protein_coding
ENSG00000227706		6	68598930	68599061	q12	protein_coding
ENSG00000221855	TAS2R41	7	143174966	143175889	q35	protein_coding
ENSG00000206459	PSORS1C2	HSCHR6_MHC_QBL	31097761	31099575		protein_coding
ENSG00000135298	BAI3	6	69345259	70099403	q12	protein_coding
ENSG00000170379	FAM115C	7	143318043	143427502	q35	protein_coding
ENSG00000132801	ZSWIM3	20	44486256	44507767	q13.12	protein_coding
ENSG00000206457	CCHCR1	HSCHR6_MHC_QBL	31102653	31118444		protein_coding
ENSG00000128346	C22orf23	22	38339528	38349676	q13.1	protein_coding
ENSG00000163702	IL17RC	3	9958758	9975314	p25.3	protein_coding
ENSG00000186897	C1QL4	12	49726194	49730966	q13.12	protein_coding
ENSG00000138308	PLA2G12B	10	74694928	74714536	q22.1	protein_coding
ENSG00000154813	DPH3	3	16299485	16306479	p25.1	protein_coding
ENSG00000196326	AKR1CL1	10	5196335	5244449	p15.1	protein_coding
ENSG00000254711		12	976960	978360	p13.33	protein_coding
ENSG00000159214	CCDC24	1	44457031	44462200	p34.1	protein_coding
ENSG00000168612	ZSWIM1	20	44509866	44513905	q13.12	protein_coding
ENSG00000002016	RAD52	12	1021243	1058888	p13.33	protein_coding
ENSG00000166452	C11orf17	11	8932686	8941631	p15.4	protein_coding
ENSG00000234409		22	20135970	20138399	q11.21	protein_coding
ENSG00000198832		22	31500758	31516055	q12.2	protein_coding
ENSG00000155926	SLA	8	134048973	134115298	q24.22	protein_coding
ENSG00000112655	PTK7	6	43044006	43129457	p21.1	protein_coding
ENSG00000163739	CXCL1	4	74735110	74736959	q13.3	protein_coding
ENSG00000156858	PRR14	16	30662223	30667761	p11.2	protein_coding
ENSG00000128915	NARG2	15	60711808	60771344	q22.2	protein_coding
ENSG00000179632	MAF1	8	145159402	145162514	q24.3	protein_coding
ENSG00000072444	ASAH2C	10	47999324	48055018	q11.22	protein_coding
ENSG00000002746	HECW1	7	43152198	43602938	p14.1	protein_coding
ENSG00000156395	SORCS3	10	106400859	107024993	q25.1	protein_coding
ENSG00000215604		13	19041312	19059761	q11	pseudogene
ENSG00000166925	TSC22D4	7	100060982	100076902	q22.1	protein_coding
ENSG00000176601	YSK4	2	135722061	135805038	q21.3	protein_coding
ENSG00000172366	FAM195A	16	691813	698474	p13.3	protein_coding
ENSG00000177106	EPS8L2	11	694438	727727	p15.5	protein_coding
ENSG00000117308	GALE	1	24122089	24127294	p36.11	protein_coding
ENSG00000168447	SCNN1B	16	23313591	23392620	p12.2	protein_coding
ENSG00000213543		10	135450912	135451396	q26.3	pseudogene
ENSG00000233435	AGGF1P2	10	135455590	135456398	q26.3	pseudogene
ENSG00000105971	CAV2	7	115927434	116148595	q31.2	protein_coding
ENSG00000047662	FAM184B	4	17630929	17783135	p15.32	protein_coding
ENSG00000105617	LENG1	19	54658899	54663620	q13.42	protein_coding
ENSG00000165092	ALDH1A1	9	75515578	75695358	q21.13	protein_coding
ENSG00000187699	C2orf88	2	190744335	191068210	q32.2	protein_coding
ENSG00000155393	HEATR3	16	50099897	50140298	q12.1	protein_coding
ENSG00000166924	C7orf51	7	100081550	100092422	q22.1	protein_coding
ENSG00000196517	SLC6A9	1	44457172	44497139	p34.1	protein_coding
ENSG00000121579	NAA50	3	113437841	113465147	q13.2	protein_coding
ENSG00000254359		13	52586534	52603800	q14.3	protein_coding
ENSG00000223871		16	83658763	84027287	q23.3	protein_coding
ENSG00000182289		16	89980525	89982882	q24.3	protein_coding
ENSG00000154814	OXNAD1	3	16306706	16347594	p25.1	protein_coding
ENSG00000089157	RPLP0	12	120634510	120639014	q24.23	protein_coding
ENSG00000229561		16	83733223	83984569	q23.3	protein_coding
ENSG00000198211	TUBB3	16	89985667	90002505	q24.3	protein_coding
ENSG00000167608	TMC4	19	54663846	54676944	q13.42	protein_coding
ENSG00000198610	AKR1C4	10	5237426	5260912	p15.1	protein_coding
ENSG00000163257	DCAF16	4	17802278	17812381	p15.31	protein_coding
ENSG00000075131	TIPIN	15	66629052	66649054	q22.31	protein_coding
ENSG00000215203	GRXCR1	4	42895284	43032675	p13	protein_coding
ENSG00000163518	FCRL4	1	157543539	157567870	q23.1	protein_coding
ENSG00000231238		13	19114637	19124837	q11	processed_transcript
ENSG00000237850		15	28594197	28603226	q13.1	protein_coding
ENSG00000077463	SIRT6	19	4174106	4182596	p13.3	protein_coding
ENSG00000149634	C20orf165	20	44515128	44516274	q13.12	protein_coding
ENSG00000230473		13	19174124	19187652	q11	processed_transcript
ENSG00000158186	MRAS	3	138066539	138124375	q22.3	protein_coding
ENSG00000101363	MANBAL	20	35918041	35945663	q11.23	protein_coding
ENSG00000138379	MSTN	2	190920610	190927455	q32.2	protein_coding
ENSG00000183783	KCTD8	4	44175926	44450824	p13	protein_coding
ENSG00000158480	SPATA2	20	48519928	48532045	q13.13	protein_coding
ENSG00000178401	DNAJC22	12	49740700	49745683	q13.12	protein_coding
ENSG00000236499		22	20194100	20194706	q11.21	protein_coding
ENSG00000124257	NEURL2	20	44517267	44519926	q13.12	protein_coding
ENSG00000122912	SLC25A16	10	70242521	70287231	q21.3	protein_coding
ENSG00000040608	RTN4R	22	20228938	20270769	q11.21	protein_coding
ENSG00000198130	HIBCH	2	191054461	191208919	q32.2	protein_coding
ENSG00000177752	YIPF7	4	44624086	44680573	p12	protein_coding
ENSG00000143947	RPS27A	2	55459039	55462989	p16.1	protein_coding
ENSG00000123352	SPATS2	12	49760688	49921207	q13.12	protein_coding
ENSG00000230989	HSBP1	16	83841593	83846594	q23.3	protein_coding
ENSG00000100604	CHGA	14	93389445	93401636	q32.12	protein_coding
ENSG00000090530	LEPREL1	3	189674517	189840226	q28	protein_coding
ENSG00000082805	ERC1	12	1100404	1605099	p13.33	protein_coding
ENSG00000153936	HS2ST1	1	87380331	87634887	p22.3	protein_coding
ENSG00000228032	C14orf144	14	104710541	104712473	q32.33	protein_coding
ENSG00000198035	AGAP9	10	48189612	48237508	q11.22	protein_coding
ENSG00000169032	MAP2K1	15	66679155	66783882	q22.31	protein_coding
ENSG00000233905		13	19183272	19183842	q11	pseudogene
ENSG00000253710	ALG11	13	52586534	52603800	q14.3	protein_coding
ENSG00000229788		13	19184438	19185815	q11	processed_transcript
ENSG00000170500	LONRF2	2	100889753	100939195	q11.2	protein_coding
ENSG00000115350	POLE4	2	75185619	75197255	p12	protein_coding
ENSG00000171872	KLF17	1	44584522	44600812	p34.1	protein_coding
ENSG00000184601	C14orf180	14	105046056	105056183	q32.33	protein_coding
ENSG00000109805	NCAPG	4	17812525	17846485	p15.31	protein_coding
ENSG00000122884	P4HA1	10	74766975	74856732	q22.1	protein_coding
ENSG00000064601	CTSA	20	44519105	44527459	q13.12	protein_coding
ENSG00000150977	RILPL2	12	123899588	123921043	q24.31	protein_coding
ENSG00000230468	KIAA0664P5	10	135470739	135474139	q26.3	pseudogene
ENSG00000125814	NAPB	20	23355159	23402156	p11.21	protein_coding
ENSG00000237635		10	135477936	135478610	q26.3	pseudogene
ENSG00000178028	DMAP1	1	44679127	44686353	p34.1	protein_coding
ENSG00000103150	MLYCD	16	83932730	83949785	q23.3	protein_coding
ENSG00000197409	HIST1H3D	6	26197012	26199464	p22.2	protein_coding
ENSG00000226311	DUX4L10	10	135479305	135485096	q26.3	pseudogene
ENSG00000188026	RILPL1	12	123955909	124018265	q24.31	protein_coding
ENSG00000125505	MBOAT7	19	54677109	54693666	q13.42	protein_coding
ENSG00000241576	DUX4L11	10	135482552	135485133	q26.3	pseudogene
ENSG00000155659	VSIG4	X	65241580	65259952	q12	protein_coding
ENSG00000223913	DUX4L12	10	135485898	135488436	q26.3	pseudogene
ENSG00000128185	DGCR6L	22	20301799	20307603	q11.21	protein_coding
ENSG00000236462	DUX4L13	10	135489208	135495014	q26.3	pseudogene
ENSG00000146376	ARHGAP18	6	129897277	130031370	q22.33	protein_coding
ENSG00000180316	PNPLA1	6	36210980	36276372	p21.31	protein_coding
ENSG00000182083	OR6B2	2	240968382	240972330	q37.3	protein_coding
ENSG00000168216	LMBRD1	6	70385694	70507003	q13	protein_coding
ENSG00000243653	DUX4L14	10	135492470	135495048	q26.3	pseudogene
ENSG00000235950	DUX4L15	10	135495780	135498344	q26.3	pseudogene
ENSG00000086848	FDXACB1	11	111656529	111750149	q23.1	protein_coding
ENSG00000226880		10	135505635	135505917	q26.3	pseudogene
ENSG00000157538	DSCR3	21	38591910	38640262	q22.13	protein_coding
ENSG00000106351	AGFG2	7	100136834	100165842	q22.1	protein_coding
ENSG00000163737	PF4	4	74846794	74847841	q13.3	protein_coding
ENSG00000124226	RNF114	20	48552945	48570429	q13.13	protein_coding
ENSG00000124785	NRN1	6	5998232	6007200	p25.1	protein_coding
ENSG00000213147		10	135515571	135516033	q26.3	pseudogene
ENSG00000154545	MAGED4	X	51927919	51935364	p11.22	protein_coding
ENSG00000143013	LMO4	1	87794151	87812788	p22.3	protein_coding
ENSG00000221961	PRR21	2	240981230	240982399	q37.3	protein_coding
ENSG00000250584		5	1363697	1380182	p15.33	protein_coding
ENSG00000163486	SRGAP2	1	206515187	206637783	q32.1	protein_coding
ENSG00000197910	FAM25G	10	48247662	48252143	q11.22	protein_coding
ENSG00000198420	FAM115A	7	143548468	143599291	q35	protein_coding
ENSG00000108849	PPY	17	42018172	42019833	q21.31	protein_coding
ENSG00000235876		13	19239375	19241361	q11	pseudogene
ENSG00000086598	TMED2	12	124069076	124082681	q24.31	protein_coding
ENSG00000163736	PPBP	4	74852755	74853914	q13.3	protein_coding
ENSG00000124491	F13A1	6	6144318	6321246	p25.1	protein_coding
ENSG00000178586	OR6B3	2	240984494	240985489	q37.3	protein_coding
ENSG00000172428	MYEOV2	2	241065980	241076224	q37.3	protein_coding
ENSG00000100142	POLR2F	22	38348614	38437113	q13.1	protein_coding
ENSG00000142319	SLC6A3	5	1392909	1445545	p15.33	protein_coding
ENSG00000016864	GLT8D1	3	52728505	52740048	p21.1	protein_coding
ENSG00000065243	PKN2	1	89149905	89301938	p22.2	protein_coding
ENSG00000131096	PYY	17	42030111	42081837	q21.31	protein_coding
ENSG00000174446	SNAPC5	15	66782666	66790146	q22.31	protein_coding
ENSG00000117305	HMGCL	1	24128375	24165110	p36.11	protein_coding
ENSG00000227996		2	100986717	100987007	q11.2	protein_coding
ENSG00000168434	COG7	16	23399814	23464501	p12.2	protein_coding
ENSG00000111364	DDX55	12	124086672	124105480	q24.31	protein_coding
ENSG00000176566	DCAF4L2	8	88882973	88886296	q21.3	protein_coding
ENSG00000114573	ATP6V1A	3	113465866	113530903	q13.2	protein_coding
ENSG00000101928	MOSPD1	X	134021656	134049297	q26.3	protein_coding
ENSG00000115526	CHST10	2	101008327	101034118	q11.2	protein_coding
ENSG00000140961	OSGIN1	16	83982672	83999937	q23.3	protein_coding
ENSG00000122335	SERAC1	6	158530547	158589302	q25.3	protein_coding
ENSG00000156860	FBRS	16	30670289	30682131	p11.2	protein_coding
ENSG00000160856	FCRL3	1	157646271	157670775	q23.1	protein_coding
ENSG00000121068	TBX2	17	59477257	59486827	q23.2	protein_coding
ENSG00000156103	MMP16	8	89044237	89340254	q21.3	protein_coding
ENSG00000089159	PXN	12	120648251	120703563	q24.31	protein_coding
ENSG00000158220	ESYT3	3	138153415	138200528	q22.3	protein_coding
ENSG00000013016	EHD3	2	31457203	31492313	p23.1	protein_coding
ENSG00000231914		13	19246967	19250303	q11	processed_transcript
ENSG00000151689	INPP1	2	191208196	191236391	q32.2	protein_coding
ENSG00000226361		13	19254634	19255840	q11	pseudogene
